Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
KEGG_2021_Human,Necroptosis,3/159,0.2130886861186362,0.4555689151501878,0,0,1.9176103084732523,2.9647153446790657,H2AC11;H2AC6;JAK3
KEGG_2021_Human,Hippo signaling pathway,3/163,0.2235253518195274,0.4672048322427054,0,0,1.869289340101523,2.8006261912580666,YWHAE;BIRC5;BMP6
KEGG_2021_Human,PD-L1 expression and PD-1 checkpoint pathway in cancer,2/89,0.2235550003741977,0.4672048322427054,0,0,2.2887495646116336,3.428770706989903,EGF;BATF
KEGG_2021_Human,Folate biosynthesis,1/26,0.2300828957266827,0.4711457588906869,0,0,3.974874371859297,5.840344997302112,GGH
KEGG_2021_Human,Biosynthesis of unsaturated fatty acids,1/27,0.2377920775242915,0.4711457588906869,0,0,3.821801314263626,5.489477227235043,SCD
KEGG_2021_Human,Fatty acid elongation,1/27,0.2377920775242915,0.4711457588906869,0,0,3.821801314263626,5.489477227235043,ACAA2
KEGG_2021_Human,Salmonella infection,4/249,0.2390346559238821,0.4711457588906869,0,0,1.6289046230737192,2.331201530815986,CASP3;TUBB1;ELMO2;MYL9
KEGG_2021_Human,Tight junction,3/169,0.2393627485201892,0.4711457588906869,0,0,1.8011742401076387,2.5752740819217634,PCNA;CTTN;MYL9
KEGG_2021_Human,IL-17 signaling pathway,2/94,0.2420054666899618,0.4711457588906869,0,0,2.163812033377251,3.070005614813883,CASP3;LCN2
KEGG_2021_Human,Endocytosis,4/252,0.2455111752970841,0.4711457588906869,0,0,1.608953258722844,2.259634570821855,RUFY1;DAB2;CAV1;HSPA2
KEGG_2021_Human,Staphylococcus aureus infection,2/95,0.2457050463032076,0.4711457588906869,0,0,2.140436624307592,3.004367063071291,SELP;CFB
KEGG_2021_Human,Circadian entrainment,2/97,0.253110289845866,0.4803929990952151,0,0,2.095162147793727,2.878606039624586,GUCY1B1;GNG11
